1155,ChiangMai1,Thailand1
1156,Medan1,Indonesia1
1157,Rawalpindi1,Pakistan1
1158,Minsk1,Belarus1
1159,Mosul1,Iraq1
1160,Hamburg1,Germany1
1161,Curitiba1,Brazil1
1162,Budapest1,Hungary1
1163,Bandung1,Indonesia1
1164,Soweto1,SouthAFR.Respub.1
1165,Edessa1,Turkey1
1166,Warsaw1,Poland1
1167,Qingdao1,China1
1168,Guadalajara1,Mexico1
1169,Pretoria1,SouthAFR.Respub.1
1170,Alep1,Syria1
1171,Patna1,India1
1172,Bhopal1,India1
1173,NewPatna1,India1
1174,Manaus1,Brazil1
1175,Xinyang1,China1
1176,Kaduna1,Nigeria1
1177,Damascus1,Syria1
1178,PhnomPenh1,Cambodia1
1179,Barcelona1,Spain1
1180,Al-Sham1,Syria1
1181,Vianne1,Austria1
1182,Isfahan1,Iran1
1183,Ludhiana1,India1
1184,CagnatHkonSiThammarat1,Thailand1
1185,Kobe1,Japan1
1186,Bekasi1,Indonesia1
1187,Kaohsiung1,Taiwan1
1188,Kaohsiung1,Taiwan1
1189,CiudadJuarez1,Mexico1
1190,Urumqi1,China1
1191,ChiangRai1,Thailand1
1192,Surin1,Thailand1
1193,Tana1,India1
1194,Eecife1,Brazil1
1195,Tai1,KoreaRep.1
1196,Daejeon1,KoreaRep.1
1197,Kampot1,Ghana1
1198,Kyoto1,Japan1
1199,DollLumpur1,Malaysia1
1200,Philadelphia1,USA1
1201,Karaj1,Iran1
1202,Perth1,Australia1
1203,Cordova1,Argentina1
1204,Multan1,Pakistan1
1205,Hanoi1,Vietnam1
1206,Kharkov1,Ukraine1
1207,Agra1,India1
1208,Phoenix1,HongKong1
1209,Tabriz1,Iran1
1210,Novosibirsk1,Russia1
1211,Lanzhou1,China1
1212,Gwangju1,KoreaRep.1
1213,Bursa1,Turkey1
1214,ChangwatROI1,Thailand1
1215,Vadodara1,India1
1216,Belem1,Brazil1
1217,Juarez1,Mexico1
1218,Fushun1,China1
1219,Quito1,Ecuador1
1220,Fukuoka1,Japan1
1221,Puebla1,Mexico1
1222,Antananarivo1,Madagascar1
1223,Luoyang1,China1
1224,Hefei1,China1
1225,Hyderabad1,Pakistan1
1226,Valencia1,Venezuela1
1227,Gujranwala1,Pakistan1
1228,Barranquilla1,Colombia1
1229,Tijuana1,Mexico1
1230,Lubumbashi1,Congo1
1231,PortoAlegre1,Brazil1
1232,Tangerang1,Indonesia1
1233,SantaCruzdeLaSierra1,Bolivia1
1234,Changan1,China1
1235,Kampala1,Uganda1
1236,Kosaeli1,Turkey1
1237,Suzhou1,China1
1238,Kulna1,Bangladesh1
1239,Douala1,Cameroon1
1240,Shantou1,China1
1241,Gorakhpur1,India1
1242,Makassar1,Indonesia1
1243,Kawasaki1,Japan1
1244,Kawasaki1,Japan1
1245,Montevideo1,Uruguay1
1246,Baotou-Shi1,China1
1247,Medina1,SaudiArabia1
1248,Yaounde1,Cameroon1
1249,Bamako1,Mali1
1250,ChangwatSongkla1,Thailand1
1251,Nasik1,India1
1252,ChangwatChungWoori1,Thailand1
1253,Semarang1,Indonesia1
1254,Ekaterinburg1,Russia1
1255,SanDiego1,USA1
1256,Pimpri1,India1
1257,NizhnyNovgorod1,Russia1
1258,Faridabad1,India1
1259,DavaoCity1,Philippines1
1260,Aman1,Jordan1
1261,CiudaddeMontevideo1,Uruguay1
1262,Lusaka1,Zambia1
1263,Kathmandu1,Nepal1
1264,Hookah1,India1
1265,Thane1,India1
1266,SanAntonio1,USA1
1267,Stockholm1,Sweden1
1268,Beirut1,Lebanon1
1269,Shiraz1,Iran1
1270,Adana1,Turkey1
1271,Munich1,Germany1
1272,Suwon1,KoreaRep.1
1273,Suigen1,KoreaRep.1
1274,Palembang1,Indonesia1
1275,Port-AU-Prince1,Haiti1
1276,Nezahualcoyotl1,Mexico1
1277,Meerut1,India1
1278,Peshawar1,Pakistan1
1279,Rosario1,Argentina1
1280,Central1,Philippines1
1281,Center1,Philippines1
1282,Jizan1,SaudiArabia1
1283,Davao1,Philippines1
1284,Dallas1,USA1
1285,Mandalay1,Namibia1
1286,Almaty1,Kazakhstan1
1287,Spetsgorodok1,Kazakhstan1
1288,Bronx1,USA1
1289,ChangwatSakonNakon1,Thailand1
1290,Omdurman1,Sudan1
1291,Mecca1,SaudiArabia1
1292,Ghaziabad1,India1
1293,Anshan1,China1
1294,Xuzhou1,China1
1295,Depok1,Indonesia1
1296,Maputo1,Mozambique1
1297,Freetown1,SierraLeone1
1298,ChangwatChayaphum1,Thailand1
1299,Fuzhou1,China1
1300,ChangwatNakhonSawan1,Thailand1
1301,Rajkot1,India1
1302,Pest1,Hungary1
1303,Guiyang1,China1
1304,Goiania1,Brazil1
1305,Guarulhos1,Brazil1
1306,Prague1,CzechRepublic1
1307,Varanasi1,India1
1308,FEZ1,Morocco1
1309,Milan1,Italy1
1310,ChangwatOfPhetchabun1,Thailand1
1311,Tripoli1,Libya1
1312,PortHarcourt1,Nigeria1
1313,BaliATACliat1,Ireland1
1314,Hiroshima1,Japan1
1315,Dubai1,OAE1
1316,Managua1,Nicaragua1
1317,Dubai1,OAE1
1318,Samara1,Russia1
1319,Omsk1,Russia1
1320,Benin1,Nigeria1
1321,Monterrey1,Mexico1
1322,Baku1,Azerbaijan1
1323,Brazzaville1,Congo1
1324,Belgrade1,Jamaica1
1325,Leon1,Mexico1
1326,Maiduguri1,Nigeria1
1327,Wuxi1,China1
1328,Kazan1,Russia1
1329,AlJadid1,Morocco1
1330,Yerevan1,Armenia1
1331,Amritsar1,India1
1332,Kaisaria1,Turkey1
1333,Copenhagen1,Denmark1
1334,Wagadugu1,BurkinaFaso1
1335,ChangwatKalasin1,Thailand1
1336,Taichung1,Taiwan1
1337,Jono1,Japan1
1338,Rostov-on-don1,Russia1
1339,Adelaide1,Australia1
1340,Allahabad1,India1
1341,Gaziantep1,Turkey1
1342,Visakhapatnam1,India1
1343,Chelyabinsk1,Russia1
1344,Sofia1,Bulgaria1
1345,UnguiaUCU1,Tanzania1
1346,Datong1,China1
1347,Doug1,China1
1348,Tbilisi1,Georgia1
1349,ChangwatNonthaburi1,Thailand1
1350,ChangwatSamutPrakan1,Thailand1
1351,Sendai1,Japan1
1352,Xianyang1,China1
1353,Ufa1,Russia1
1354,Songman1,KoreaRep.1
1355,Campinas1,Brazil1
1356,Ouagadougou1,BurkinaFaso1
1357,Jabalpur1,India1
1358,Haora1,India1
1359,Huainan1,China1
1360,Dublin1,Ireland1
1361,Kunming1,China1
1362,Brussels1,Belgium1
1363,Aurangabad1,India1
1364,Kulm1,Iran1
1365,Volgograd1,Russia1
1366,Aiden1,Turkey1
1367,Shenzhen1,China1
1368,NovaIguau1,Brazil1
1369,Rongcheng1,China1
1370,Odessa1,Ukraine1
1371,Kitakyushu1,Japan1
1372,Sholapur1,India1
1373,Voting1,China1
1374,ChangwatSuratThani1,Thailand1
1375,Napoli1,Yemen1
1376,Benji1,China1
1377,Zapopan1,Mexico1
1378,Birmingham1,Britain1
1379,Perm1,Russia1
1380,Naples1,Italy1
1381,Erzerum1,Turkey1
1382,Springer1,India1
1383,Zariya1,Nigeria1
1384,Guatemala1,Guatemala1
1385,Mendoza1,Argentina1
1386,ChangwatOfPhitsanulok1,Thailand1
1387,Cologne1,Germany1
1388,Calgary1,Canada1
1389,PortElizabeth1,SouthAFR.Respub.1
1390,Arab1,Sudan1
1391,Fes1,Morocco1
1392,Cologne1,Germany1
1393,Coimbatore1,India1
1394,Maceio1,Brazil1
1395,Cartagena1,Colombia1
1396,Seat1,Morocco1
1397,Changzhou1,China1
1398,Sultan1,SaudiArabia1
1399,Ranchi1,India1
1400,Marrakech1,Morocco1
1401,ChangwatOfNonpHigh1,Thailand1
1402,SaoGoncalo1,Brazil1
1403,MahaSarakham1,Thailand1
1404,ChangkatMachSarakam1,Thailand1
1405,Monrovia1,Liberia1
1406,Irbil1,Iraq1
1407,Malatia1,Turkey1
1408,Jodhpur1,India1
1409,Chiba1,Japan1
1410,SanLuis1,Brazil1
1411,Chandigarh1,India1
1412,GampheangFET1,Thailand1
1413,Madurai1,India1
1414,HellDiwaniyah1,Iraq1
1415,Krasnoyarsk1,Russia1
1416,Huabei1,China1
1417,Cochabamba1,Bolivia1
1418,D1,Iran1
1419,AbuGhraib1,Iraq1
1420,Adobo1,CoteDivoire1
1421,Guwahati1,India1
1422,ABA1,Nigeria1
1423,SanJose1,USA1
1424,Bulawayo1,Zimbabwe1
1425,Bishkek1,Kyrgyzstan1
1426,Pingshan1,China1
1427,Detroit1,USA1
1428,ChangwatRatBuri1,Thailand1
1429,Gwalior1,India1
1430,Qiqihar1,China1
1431,Klang1,Malaysia1
1432,Safi1,Morocco1
1433,Yangoonabie1,Turkey1
1434,Mbuji-may1,Congo1
1435,Vijayawada1,India1
1436,Ottawa1,Canada1
1437,Mysore1,India1
1438,ChangwatSuphanBuri1,Thailand1
1439,Wenzhou1,China1
1440,Torino1,Italy1
1441,Saratov1,Russia1
1442,Ahwaz1,Iran1
1443,Tegucigalpa1,Honduras1
1444,Turin1,Italy1
1445,Naucalpan1,Mexico1
1446,YesKhoury1,Mongolia1
1447,Arequipa1,Peru1
1448,Voronezh1,Russia1
1449,Padang1,Indonesia1
1450,Hubli1,India1
1451,Marrakech1,Morocco1
1452,Callao1,Peru1
1453,Lions1,Ukraine1
1454,Tucuman1,Argentina1
1455,Tangier1,Morocco1
1456,ChangwatLampang1,Thailand1
1457,Edmonton1,Canada1
1458,DuqueDeCaxias1,Brazil1
1459,Joss1,Nigeria1
1460,Selling1,Morocco1
1461,Ilorin1,Nigeria1
1462,LaPaz1,Bolivia1
1463,Barquisimeto1,Venezuela1
1464,Oslo1,Norway1
1465,Nanning1,China1
1466,JohorBahru1,Malaysia1
1467,BandarLampung1,Indonesia1
1468,Cebucity1,Philippines1
1469,Mombasa1,Kenya1
1470,Asgabat1,Turkmenistan1
1471,Jacksonville1,USA1
1472,Aleksandrovsk1,Ukraine1
1473,TheForeheadOfTheStorm1,Thailand1
1474,Marseille1,France1
1475,SootAFathom1,Thailand1
1476,Kathmandu1,Nepal1
1477,Rupandehi1,Nepal1
1478,Jalandhar1,India1
1479,Thiruvanathapuram1,India1
1480,Sakai1,Japan1
1481,Anyang1,China1
1482,SanMigueldeTucuman1,Argentina1
1483,ChangwatPhraNakhonSiAyuthaya1,Thailand1
1484,Villages1,India1
1485,Taroudant1,Morocco1
1486,Reunited1,Reunion1
1487,Trichirapalli1,India1
1488,Khims1,Syria1
1489,Laughter1,China1
1490,Jiamei1,Niger1
1491,Khiam1,Niger1
1492,Indianapolis1,USA1
1493,Valencia1,Spain1
1494,ChangwatNakhonPhanom1,Thailand1
1495,Bogor1,Indonesia1
1496,Lodz1,Poland1
1497,AdDammam1,SaudiArabia1
1498,Patumthani1,Thailand1
1499,Hining1,China1
1500,Kermanshah1,Iran1
1501,Kariz1,Iran1
1502,Liuzhou1,China1
1503,Cat1,India1
1504,Natal1,Brazil1
1505,Bhubaneswar1,India1
1506,Qinhuangdao1,China1
1507,Hengguang1,China1
1508,Antalya1,Turkey1
1509,Cebu1,Philippines1
1510,Adaliya1,Turkey1
1511,Krakow1,Poland1
1512,Aligarh1,India1
1513,DaNang1,Vietnam1
1514,Naradhiwas1,Thailand1
1515,Pietermaritzburg1,SouthAFR.Respub.1
1516,Taian1,China1
1517,Trujillo1,Peru1
1518,Scrap1,Togo1
1519,Scrap1,Togo1
1520,Malang1,Indonesia1
1521,CiudadGuayana1,Venezuela1
1522,Amsterdam1,Netherlands1
1523,Kigali1,Rwanda1
1524,Barrels1,India1
1525,Kigali1,Rwanda1
1526,Kigal1,Rwanda1
1527,Teresina1,Brazil1
1528,Poti1,Brazil1
1529,Xijiang1,China1
1530,SaoBernardoDoCampo1,Brazil1
1531,Hegang1,China1
1532,Riga1,Latvia1
1533,Pelvis1,Morocco1
1534,Astrida1,Rwanda1
1535,Columbus1,USA1
1536,TheJMA1,Nigeria1
1537,Tainan1,Taiwan1
1538,Quetta1,Pakistan1
1539,SanFrancisco1,USA1
1540,Japa1,Nepal1
1541,CampoGrande1,Brazil1
1542,Athens1,Greece1
1543,Ashgabat1,Turkmenistan1
1544,SaraPol1,Afghanistan1
1545,Guidepole1,Mexico1
1546,AsSulaymaniyah1,Iraq1
1547,Dhanuka1,Nepal1
1548,Cucuta1,Colombia1
1549,Moradabad1,India1
1550,Fngfang1,China1
1551,Ningbo1,China1
1552,Yantai1,China1
1553,Togliatti1,Russia1
1554,Merida1,Mexico1
1555,Tlanepantla1,Mexico1
1556,Jerusalem1,Israel1
1557,Chisinau1,Moldova1
1558,Ailali1,Nepal1
1559,Honjo1,KoreaRep.1
1560,Nouakchott1,Mauritania1
1561,Zhuzhou1,China1
1562,Chihuahua1,Mexico1
1563,Bhiwandi1,India1
1564,Jaboatao1,Brazil1
1565,Rajshahi1,Bangladesh1
1567,Vgadir1,Morocco1
1568,Bosna-Serai1,BosniaandHerzegovina1
1569,EvaPeron1,Argentina1
1570,Ringtones1,Tunisia1
1571,Zhangjiakou1,China1
1572,Kludge1,Romania1
1573,Cotonou1,Benin1
1574,Zigong1,China1
1575,Magenta1,China1
1576,ANOVA1,Nigeria1
1577,Tangier1,Morocco1
1578,Liaoyang1,China1
1579,Seville1,Spain1
1580,Nerima1,Japan1
1581,LaPlata1,Argentina1
1582,Bangui1,Center.Adf.Republican1
1583,Kumamoto1,Japan1
1584,Raipur1,India1
1585,Austin1,USA1
1586,Adiyaman1,Turkey1
1587,Osasco1,Brazil1
1588,SanLuisPotosi1,Mexico1
1589,Lewi1,Thailand1
1590,ChangwatLoei1,Thailand1
1591,Gorakhpur1,India1
1592,Ipoh1,Malaysia1
1593,Zibo1,China1
1594,Palermo1,Italy1
1595,ChangwatChachoengsao1,Thailand1
1596,MISSISSAUGA1,Canada1
1597,Taounate1,Morocco1
1598,Puyang1,China1
1599,Nantong1,China1
1600,ChangwatSukhothai1,Thailand1
1601,SawankhalokChangwat1,Thailand1
1602,Mudanjiang1,China1
1603,SantoAndre1,Brazil1
1604,Pointe-Noire1,Congo1
1605,Aguascalientes1,Mexico1
1606,Agadir1,Morocco1
1607,Hamilton1,Canada1
1608,Enugu1,Nigeria1
1609,KryvyiRih1,Ukraine1
1610,Acapulco1,Mexico1
1611,JoanPessoa1,Brazil1
1612,Ansan1,KoreaRep.1
1613,Benghazi1,Libya1
1614,Memphis1,USA1
1615,Frankfurtammain1,Germany1
1616,Krasnodar1,Russia1
1617,Shaoyang1,China1
1618,Guilin1,China1
1619,Sagamihara1,Japan1
1620,ZamboangaCity1,Philippines1
1621,Colombo1,SriLanka1
1622,Frankfurt1,Germany1
1623,Lilongwe1,Malawi1
1624,Wahran1,Algeria1
1625,MardelPlata1,Argentina1
1626,QC1,Canada1
1627,Diyarbakir1,Turkey1
1628,NewSouthMemphis1,USA1
1629,Memphis1,USA1
1630,Ulyanovsk1,Russia1
1631,Okayama1,Japan1
1632,Zhanjiang1,China1
1633,Yogyakarta1,Indonesia1
1634,Zaragoza1,Spain1
1635,Wroclaw1,Poland1
1636,Anyang1,KoreaRep.1
1637,Zhenjiang1,China1
1638,Winnipeg1,Canada1
1639,Dandong1,China1
1640,Izhevsk1,Russia1
1641,Shaoguan1,China1
1642,Yancheng1,China1
1643,Foshan1,China1
1644,Natal1,Brazil1
1645,Bili1,India1
1646,Panshan1,China1
1647,Djibouti1,Djibouti1
1648,Saltillo1,Mexico1
1649,AshBalls1,OAE1
1650,FortWorth1,USA1
1651,Al-Hodeidah1,Yemen1
1652,Jamshedpur1,India1
1653,Tandjile1,Chad1
1654,Haikou1,China1
1655,ChangwatPhichit1,Thailand1
1656,SaoJoseDOSCampos1,Brazil1
1657,ChangwatTrang1,Thailand1
1658,Mersin1,Turkey1
1659,Taizhou1,China1
1660,Queretaro1,Mexico1
1661,Hengtai1,China1
1662,Baltimore1,USA1
1663,Glasgow1,Britain1
1664,Yaroslavl1,Russia1
1665,Elazig1,Turkey1
1666,Benoni1,SouthAFR.Respub.1
1667,Hamamatsu1,Japan1
1668,Kochi1,India1
1669,Amravati1,India1
1670,Rotterdam1,Netherlands1
1671,Amaravati1,India1
1672,AbuDhabi1,OAE1
1673,HaiPhong1,Vietnam1
1674,Aroma1,Iran1
1675,Genoa1,Italy1
1676,Islamabad1,Pakistan1
1677,Kirkuk1,Iraq1
1678,Barnaul1,Russia1
1679,Charlotte1,USA1
1680,ElPaso1,USA1
1681,Luancheng1,China1
1682,Mexicali1,Mexico1
1683,Hermosillo1,Mexico1
1684,Rasht1,Iran1
1685,Dortmund1,Germany1
1686,Kayseri1,Turkey1
1687,Abeokuta1,Nigeria1
1688,Caesarea1,Turkey1
1689,Morelia1,Mexico1
1690,Stuttgart1,Germany1
1691,Yingkou1,China1
1692,Eiko1,China1
1693,Chimalhuacan1,Mexico1
1694,Zhangzhou1,China1
1695,Vladivostok1,Russia1
1696,Irkutsk1,Russia1
1697,Belfast1,Britain1
1698,Genoa1,Italy1
1699,Blantyre1,Malawi1
1700,Kingston1,Jamaica1
1701,Chiclayo1,Peru1
1702,Culiacan1,Mexico1
1703,Kutako1,India1
1704,Hachioji1,Japan1
1705,Milwaukee1,USA1
1706,Xiamen1,China1
1707,Khabarovsk1,Russia1
1708,Ussuri1,Russia1
1709,Khabarovskvtoroy1,Russia1
1710,Libreville1,Gabon1
1711,Kerman1,Iran1
1712,Dusseldorf1,Germany1
1713,Kaifeng1,China1
1714,Essen1,Germany1
1715,Bengbu1,China1
1716,Buckland1,India1
1717,Banjarmasin1,Indonesia1
1718,Shihezi1,China1
1719,Bouake1,CoteDivoire1
1720,Bucaramanga1,Colombia1
1721,SouthBoston1,USA1
1722,Kuching1,Malaysia1
1723,Poznań1,Poland1
1724,Seattle1,USA1
1725,Veracruz1,Mexico1
1726,Lisbon1,Portugal1
1727,Asmara1,Equator.Guinea1
1728,Sokoto1,Nigeria1
1729,Uberlandia1,Brazil1
1730,VAO1,Nigeria1
1731,TheVAOKadifa1,Nigeria1
1732,Funabashi1,Japan1
1733,Hamhŭng1,KoreaDPRK1
1734,Sorocaba1,Brazil1
1735,Helsinki1,Finland1
1736,Malaga1,Spain1
1737,Warangal1,India1
1738,Denver1,USA1
1739,Santiago1,Dominicans.Resp.1
1740,SantiagodeCuba1,Cuba1
1741,Surakarta1,Indonesia1
1742,Kagoshima1,Japan1
1743,Grain1,China1
1744,Bhavnagar1,India1
1745,MarDePlata1,Argentina1
1746,Bahawalpur1,Pakistan1
1747,Washington1,USA1
1748,Zahedan1,Iran1
1749,PrachuapKhiriKhanChangwat1,Thailand1
1750,RibeiraoPreto1,Brazil1
1751,Hamitabat1,Turkey1
1752,Aden1,Yemen1
1753,Chkalov1,Russia1
1754,Orenburg1,Russia1
1755,Orenburgvtoroi1,Russia1
1756,Jiamusi1,China1
1757,Antipolo1,Philippines1
1758,Antipolo1,Philippines1
1759,Salta1,Argentina1
1760,Chantaburi1,Thailand1
1761,Neijiang1,China1
1762,Bremen1,Germany1
1763,Meknes1,Morocco1
1764,Sharjah1,OAE1
1765,Matola1,Mozambique1
1766,ChangwatYasothon1,Thailand1
1767,Al-Sharjah1,OAE1
1768,Comababy1,Tajikistan1
1769,Sargodha1,Pakistan1
1770,Vilnius1,Lithuania1
1771,Cancun1,Mexico1
1772,Portland1,USA1
1773,MAanshan1,China1
1774,LasVegas1,USA1
1775,ChangwatSo1,Thailand1
1776,Yangzhou1,China1
1777,Novokuznetsk1,Russia1
1778,Kisangani1,Congo1
1779,BorSaeed1,Egypt1
1780,Arri1,Nigeria1
1781,Yongkang1,China1
1782,Tanga1,China1
1783,OklahomaCity1,USA1
1784,Jiangmen1,China1
1785,ChangwatNan1,Thailand1
1786,Nashville1,USA1
1787,Beura1,Mozambique1
1788,Guntur1,India1
1789,Yewang1,China1
1790,Cangzhou1,China1
1791,Vaucluse1,France1
1792,SanSalvador1,Salvador1
1793,ChangwatYala1,Thailand1
1794,Torreon1,Mexico1
1795,Dehradun1,India1
1796,Cuiaba1,Brazil1
1797,Khemisset1,Morocco1
1798,LópezMateos1,Mexico1
1799,PetalingJaya1,Malaysia1
1800,Ryazan1,Russia1
1801,Hanover1,Germany1
1802,Tyumen1,Russia1
1803,Durgapur1,India1
1804,Tucson1,USA1
1805,Quilmes1,Argentina1
1806,Ajmer1,India1
1807,FelicitasJulia1,Portugal1
1808,Changde1,China1
1809,Jiaozuo1,China1
1810,Ulhasnagar1,India1
1811,Kolhapur1,India1
1812,Lipetsk1,Russia1
1813,Shiliguri1,India1
1814,Gothenburg1,Sweden1
1815,Eskisehir1,Turkey1
1816,Hamadan1,Iran1
1817,Azadshahr1,Iran1
1818,Penza1,Russia1
1819,ChangwatPhatthalung1,Thailand1
1820,ChangwatChumphon1,Thailand1
1821,Tembisa1,SouthAFR.Respub.1
1822,ChangwatUttaradit1,Thailand1
1823,Nikolaev1,Ukraine1
1824,Khenifra1,Morocco1
1825,NaberezhnyyeMorkvashi1,Russia1
1826,NaberezhnyeChelny1,Russia1
1827,Asuncion1,Paraguay1
1828,SanNicolasDeLosGarza1,Mexico1
1829,Ear1,China1
1830,Dang1,Nepal1
1831,Toluca1,Mexico1
1832,Niigata1,Japan1
1833,Duisburg1,Germany1
1834,Asansol1,India1
1835,Azizal1,Morocco1
1836,Asana1,India1
1837,Arak1,Iran1
1838,Astrakhan1,Russia1
1839,CagayanDeOroCity1,Philippines1
1840,Zhuhai1,China1
1841,GoldCoast1,Australia1
1842,Waren1,Germany1
1843,Barbouri1,Thailand1
1844,Oshogbo1,Nigeria1
1845,LasPinas1,Philippines1
1846,Shashi1,China1
1847,Reynosa1,Mexico1
1848,Makhachkala1,Russia1
1849,Newcastle1,Australia1
1850,Nuremberg1,Germany1
1851,Khouribga1,Morocco1
1852,Ouarzazate1,Morocco1
1853,MaiChi1,Indonesia1
1854,Tlaquepaque1,Mexico1
1855,Angeles1,Philippines1
1856,Leipzig1,Germany1
1857,Jamnagar1,India1
1858,Panchiao1,Taiwan1
1859,Cibitoke1,Burundi1
1860,Aracaju1,Brazil1
1861,SanPedroSula1,Honduras1
1862,AsSuways1,Egypt1
1863,Albuquerque1,USA1
1864,Tomsk1,Russia1
1865,Matsuyama1,Japan1
1866,Nanded1,India1
1867,Saharanpur1,India1
1868,Gulbarga1,India1
1869,Bhatpara1,India1
1870,LongBeach1,USA1
1871,AnNADAF1,Iraq1
1872,FeiraDeSantana1,Brazil1
1873,ShahAlam1,Malaysia1
1874,Himeji1,Japan1
1875,TuxtlaGutiérrez1,Mexico1
1876,Gomel1,Belarus1
1877,Dresden1,Germany1
1878,Ocean1,Nigeria1
1879,Uijeongbu1,KoreaRep.1
1880,Hargeisa1,Somalia1
1881,Yusd1,Iran1
1882,Hargeisa1,Somalia1
1883,Sialkot1,Pakistan1
1884,Kemerovo1,Russia1
1885,Ichan1,China1
1886,TheHague1,Netherlands1
1887,Tipaza1,Algeria1
1888,CuautitlanIzcalli1,Mexico1
1889,Yinchuan1,China1
1890,Skopje1,Croatia1
1891,Vereeniging1,SouthAFR.Respub.1
1892,Maoming1,China1
1893,Londrina1,Brazil1
1894,LRH1,Morocco1
1895,Jiaojiang1,China1
1896,Matsudo1,Japan1
1897,Juizdefora1,Brazil1
1898,SanJuan1,Argentina1
1899,Liverpool1,Britain1
1900,Nishinomiya1,Japan1
1901,Tula1,Russia1
1902,Kawaguchi1,Japan1
1903,Sacramento1,USA1
1904,Shizuoka1,Japan1
1905,Zuni1,China1
1906,Jiaxing1,China1
1907,BelfordRoch1,Brazil1
1908,Jammu1,India1
1909,Dongliao1,China1
1910,Fresno1,USA1
1911,Lyon1,France1
1912,Kananga1,Congo1
1913,Bloemfontein1,SouthAFR.Respub.1
1914,Xiangfan1,China1
1915,Gdansk1,Poland1
1916,Calabar1,Nigeria1
1917,Panzhihua1,China1
1918,Joinville1,Brazil1
1919,Zamboanga1,Philippines1
1920,Namah1,Syria1
1921,Mikso1,Guatemala1
1922,Antwerp1,Belgium1
1923,GeneralSantosCity1,Philippines1
1924,Bean1,Philippines1
1925,NewOrleans1,USA1
1926,Kanazawa1,Japan1
1927,Ichikawa1,Japan1
1928,SchoolBurley1,Philippines1
1929,Ujjain1,India1
1930,Kirov1,Russia1
1931,KotaKinabalu1,Malaysia1
1932,Durango1,Mexico1
1933,Niteroi1,Brazil1
1934,Hengshui1,China1
1935,Chitungwiza1,Zimbabwe1
1936,SantaFe1,Argentina1
1937,Gaby1,SaudiArabia1
1938,Pontianak1,Indonesia1
1939,Leeds1,Britain1
1940,BacolodCity1,Philippines1
1941,SaoJoaoDeMeriti1,Brazil1
1942,Mansilingan1,Philippines1
1943,Bacolod1,Philippines1
1944,Essaouira1,Morocco1
1945,Manado1,Indonesia1
1946,Jining1,China1
1947,Constantine1,Algeria1
1948,Mies1,USA1
1949,Utsunomiya1,Japan1
1950,Urfa1,Turkey1
1951,Cleveland1,USA1
1952,VirginiaBeach1,USA1
1953,Chengde1,China1
1954,Xuchang1,China1
1955,Oita1,Japan1
1956,Sheffield1,Britain1
1957,Cheboksary1,Russia1
1958,CagayanDeOro1,Philippines1
1959,Boksburg1,SouthAFR.Respub.1
1960,Kalat1,Afghanistan1
1961,Rajpur1,India1
1962,ChangwatKrabi1,Thailand1
1963,Amagasaki1,Japan1
1964,Malatya1,Turkey1
1965,NorthKansasCity1,USA1
1966,KansasCity1,USA1
1967,Kansas1,USA1
1968,Bakur1,Philippines1
1969,Baur1,Philippines1
1970,Nangi1,India1
1971,Pereira1,Colombia1
1972,Kozhikode1,India1
1973,Carefor1,Haiti1
1974,Iquitos1,Peru1
1975,Mawlamyine1,Myanmar1
1976,Baoji1,China1
1977,Kurashiki1,Japan1
1978,Garoua1,Cameroon1
1979,Mwanza1,Tanzania1
1980,Kousseri1,Cameroon1
1981,Tirunelveli1,India1
1982,Edinburgh1,Britain1
1983,FortFuro1,Cameroon1
1984,Malegaon1,India1
1985,Matamoros1,Mexico1
1986,Kaliningrad1,Russia1
1987,Geneva1,Switzerland1
1988,Ananindeua1,Brazil1
1989,Balikpapan1,Indonesia1
1990,Brampton1,Canada1
1991,Dadiangas1,Philippines1
1992,Namangan1,Uzbekistan1
1993,Katsina1,Nigeria1
1994,Wellcome1,SouthAFR.Respub.1
1995,SantaMarta1,Colombia1
1996,ElMahallaElKubra1,Egypt1
1997,Bristol1,Britain1
1998,Yokosuka1,Japan1
1999,Akol1,India1
2000,Belgium1,India1
